StudentID,Age,Gender,AttendancePercentage,StudyHoursPerWeek,AssignmentCompletionRate,PreviousExamScore,ParticipationScore,ExtracurricularActivities,InternetAccessAtHome,ParentEducationLevel,FinalExamScore
232,15.0,Male,71.0,40,64,64,2,No,No,Graduate,62.06
1534,18.0,Male,79.0,7,64,35,3,Yes,Yes,Postgraduate,56.5
1666,17.0,Female,52.0,15,46,49,7,No,No,Graduate,43.14
663,19.0,Male,98.0,1,50,57,7,Yes,Yes,High School,66.41
1274,19.0,Male,85.0,5,86,86,5,No,No,High School,70.59
1290,16.0,Male,65.0,7,51,69,9,No,No,Postgraduate,51.87
2427,15.0,Male,92.0,22,53,47,5,No,Yes,Graduate,61.25
583,16.0,Male,77.0,6,61,44,10,Yes,Yes,High School,62.41
1473,17.0,Male,52.0,17,84,84,4,Yes,Yes,Graduate,65.04
2409,21.0,Female,77.0,28,57,50,10,Yes,No,Graduate,66.44
1460,18.0,Female,94.0,22,66,40,10,Yes,No,Graduate,77.51
1942,17.0,Female,71.0,6,73,65,4,No,No,High School,58.55
280,15.0,Male,88.0,37,88,65,2,Yes,Yes,Graduate,71.81
1099,21.0,Male,59.0,40,51,63,7,Yes,Yes,Graduate,61.94
523,16.0,Female,56.0,14,41,88,1,No,No,Postgraduate,50.13
1261,19.0,Male,79.0,38,59,69,7,Yes,Yes,Postgraduate,69.17
1174,21.0,Female,98.0,35,64,85,4,No,Yes,Postgraduate,73.22
1197,15.0,Female,97.0,22,79,44,6,No,Yes,Postgraduate,78.93
323,17.0,Male,96.0,34,73,42,10,Yes,Yes,Graduate,79.46
1921,19.0,Female,89.0,3,45,38,4,No,No,Graduate,47.56
874,19.0,Female,92.0,40,48,44,1,Yes,Yes,Postgraduate,45.48
465,15.0,Female,98.0,35,68,47,6,No,No,Graduate,67.49
499,16.0,Male,54.0,36,54,52,8,Yes,No,High School,59.44
830,17.0,Female,70.0,7,42,37,10,No,No,Postgraduate,44.98
1001,21.0,Male,63.0,21,49,85,2,No,No,Postgraduate,49.3
2284,20.0,Female,70.0,38,65,64,4,No,Yes,Graduate,61.96
708,21.0,Female,96.0,33,97,70,2,No,Yes,Postgraduate,66.81
2054,16.0,Female,56.0,38,71,71,7,No,No,Postgraduate,69.82
1789,16.0,Male,66.0,11,87,88,2,Yes,Yes,High School,66.29
1309,20.0,Female,80.0,21,92,94,7,Yes,Yes,High School,86.46
1065,15.0,Male,,29,69,59,9,No,No,Graduate,63.3
1623,20.0,Female,66.0,39,49,94,7,No,No,Graduate,62.96
434,17.0,Female,86.0,6,58,80,9,Yes,No,Graduate,77.0
150,17.0,Female,87.0,14,93,75,9,No,No,High School,93.73
1224,21.0,Male,72.0,12,57,47,5,Yes,Yes,Graduate,67.77
1509,15.0,Female,57.0,13,88,87,1,Yes,No,Postgraduate,55.95
743,15.0,Male,91.0,33,95,53,7,Yes,No,Postgraduate,72.4
2494,17.0,Female,74.0,25,85,84,10,No,No,Postgraduate,87.33
2304,,Male,90.0,14,61,93,10,No,No,Postgraduate,78.19
1601,19.0,Male,51.0,5,68,63,1,Yes,Yes,Graduate,41.79
2289,16.0,Male,80.0,33,63,60,7,Yes,Yes,High School,58.9
2394,19.0,Male,96.0,22,43,66,10,Yes,Yes,High School,77.77
2306,16.0,Male,93.0,36,88,56,9,Yes,Yes,Postgraduate,70.97
164,21.0,Male,95.0,25,69,66,6,No,Yes,High School,77.25
403,19.0,Female,76.0,22,84,63,1,No,Yes,Postgraduate,53.17
1607,18.0,Female,55.0,26,45,52,9,Yes,No,Postgraduate,62.75
487,17.0,Female,63.0,31,55,90,8,Yes,Yes,Postgraduate,66.78
1605,16.0,Female,77.0,15,78,71,8,Yes,No,Postgraduate,68.83
2023,19.0,Male,75.0,27,77,66,10,No,No,Graduate,71.06
1648,15.0,Male,96.0,34,84,35,3,No,No,High School,58.27
1504,19.0,Female,76.0,36,89,46,8,Yes,Yes,High School,77.3
1591,17.0,Male,57.0,28,99,39,1,No,Yes,Postgraduate,57.69
439,20.0,Female,100.0,29,87,35,7,No,Yes,Graduate,77.95
50,17.0,Male,91.0,30,83,40,9,No,Yes,Postgraduate,76.39
68,18.0,Male,62.0,37,48,39,8,No,No,Graduate,58.19
1651,15.0,Male,80.0,10,83,45,2,Yes,Yes,Graduate,56.17
1404,15.0,Male,64.0,9,84,73,3,Yes,No,Postgraduate,58.12
1923,19.0,Male,58.0,25,93,80,4,No,Yes,High School,72.67
49,15.0,Female,76.0,12,45,46,5,No,Yes,Postgraduate,57.24
760,19.0,Female,89.0,26,80,41,6,No,Yes,High School,66.01
1464,15.0,Female,81.0,29,77,79,1,Yes,Yes,,71.26
1335,19.0,Male,59.0,17,82,53,8,No,No,Graduate,69.19
1055,15.0,Male,60.0,12,86,56,10,Yes,No,Graduate,76.67
125,15.0,Male,53.0,19,49,73,8,No,Yes,Graduate,66.42
694,19.0,Male,75.0,23,47,89,5,No,Yes,Postgraduate,73.01
1135,15.0,Male,87.0,28,81,70,4,No,No,High School,63.72
2324,16.0,Female,81.0,11,44,87,5,No,Yes,High School,56.96
1646,16.0,Female,76.0,9,67,66,5,No,Yes,Graduate,65.12
2421,21.0,Female,75.0,24,48,61,5,No,Yes,High School,49.52
26,15.0,Female,84.0,19,82,50,9,No,No,Postgraduate,73.45
2408,16.0,Female,62.0,30,62,44,6,Yes,No,High School,47.48
568,20.0,Male,78.0,33,42,77,1,Yes,No,Graduate,51.99
2037,21.0,Male,85.0,14,64,72,3,No,No,High School,44.47
1641,19.0,Female,65.0,3,86,74,8,Yes,No,Postgraduate,69.67
1614,16.0,Male,100.0,3,49,85,5,Yes,No,Postgraduate,74.44
1212,15.0,Male,98.0,16,77,63,9,No,Yes,High School,74.63
2107,19.0,Male,54.0,9,65,80,2,No,No,Graduate,55.72
1692,19.0,Male,74.0,8,73,47,4,Yes,Yes,High School,54.56
2428,17.0,Male,68.0,24,100,87,6,No,Yes,High School,77.22
1171,20.0,Female,63.0,3,62,35,10,No,No,Graduate,64.8
362,16.0,Male,73.0,30,53,70,5,Yes,Yes,Graduate,70.69
1602,20.0,Female,89.0,23,57,86,4,Yes,Yes,High School,60.53
1178,17.0,Female,64.0,29,48,59,3,Yes,No,Graduate,51.71
2467,19.0,Male,72.0,28,99,62,1,No,No,Postgraduate,66.15
1877,17.0,Female,80.0,29,53,46,2,No,No,High School,39.63
1291,15.0,Female,95.0,27,48,51,10,No,No,High School,70.61
2333,21.0,Female,74.0,31,52,69,3,No,No,High School,62.19
1621,17.0,Female,62.0,33,80,60,2,No,Yes,High School,53.59
508,18.0,Male,61.0,32,100,64,5,Yes,No,Postgraduate,64.64
671,17.0,Male,94.0,34,45,37,5,Yes,No,High School,57.64
2242,20.0,Male,78.0,9,95,47,9,Yes,Yes,High School,78.61
1576,15.0,Female,66.0,10,52,58,8,Yes,No,Postgraduate,63.95
2166,16.0,Male,91.0,1,72,46,2,No,Yes,Graduate,50.59
2187,21.0,Female,51.0,8,56,68,4,No,No,Graduate,53.67
1438,16.0,Male,66.0,18,86,78,8,Yes,Yes,Graduate,73.26
241,20.0,Female,77.0,8,82,35,7,Yes,No,Postgraduate,59.45
1977,16.0,Male,74.0,40,63,60,2,No,Yes,Graduate,63.09
1805,21.0,Female,76.0,32,78,45,1,No,Yes,Postgraduate,60.87
71,18.0,Female,96.0,10,74,53,2,Yes,Yes,High School,54.38
565,16.0,Female,63.0,34,59,47,3,No,Yes,Postgraduate,60.79
2177,20.0,Female,99.0,22,55,78,4,No,Yes,High School,69.41
1296,19.0,Female,96.0,20,81,36,5,Yes,Yes,Postgraduate,62.53
74,19.0,Male,81.0,30,54,87,3,Yes,No,Postgraduate,67.47
1193,20.0,Male,59.0,39,41,95,4,Yes,Yes,Postgraduate,53.12
351,20.0,Male,86.0,15,97,66,3,Yes,No,High School,69.5
2308,17.0,Male,54.0,27,98,89,4,No,Yes,High School,71.25
762,20.0,Female,99.0,11,41,77,8,Yes,No,High School,66.1
1633,20.0,Male,91.0,35,82,94,4,No,Yes,Postgraduate,79.81
1744,20.0,Male,97.0,18,51,79,5,Yes,No,High School,62.07
882,16.0,Female,85.0,2,48,54,4,No,No,High School,50.29
1540,21.0,Male,64.0,11,55,49,2,Yes,Yes,High School,50.72
77,20.0,Female,82.0,9,59,81,8,Yes,No,High School,70.96
433,15.0,Female,70.0,25,90,53,9,No,Yes,Graduate,79.25
1749,19.0,Female,79.0,37,97,49,10,Yes,No,High School,81.58
1103,20.0,Male,53.0,15,87,50,7,No,No,Postgraduate,58.39
158,21.0,Female,55.0,24,79,88,1,Yes,Yes,Postgraduate,64.29
1581,17.0,Male,70.0,16,63,43,2,No,Yes,High School,46.26
1570,21.0,Female,91.0,39,56,78,6,Yes,Yes,Postgraduate,73.68
2484,20.0,Female,77.0,23,84,37,6,No,Yes,,66.75
136,16.0,Male,96.0,19,47,37,5,No,Yes,Postgraduate,55.2
2104,17.0,Female,53.0,3,97,57,7,Yes,Yes,Postgraduate,57.21
1028,21.0,Female,66.0,37,40,60,10,No,Yes,Postgraduate,63.92
1731,15.0,Male,59.0,27,71,74,1,No,No,Graduate,57.73
912,16.0,Male,62.0,15,82,44,3,Yes,Yes,Graduate,53.92
2226,21.0,Male,59.0,17,44,45,4,Yes,No,Graduate,41.54
2154,18.0,Male,96.0,21,57,36,6,Yes,Yes,Graduate,64.25
52,17.0,Male,79.0,18,84,89,6,Yes,Yes,Graduate,65.71
1944,16.0,Male,84.0,13,81,51,2,Yes,No,High School,53.3
496,20.0,Female,89.0,6,70,77,9,No,Yes,Postgraduate,72.2
1673,16.0,Male,64.0,13,62,76,6,No,No,,56.2
1360,21.0,Female,85.0,12,53,51,9,Yes,No,Postgraduate,71.36
1128,15.0,Female,74.0,26,73,66,4,Yes,No,Graduate,66.49
290,15.0,Male,,11,95,44,3,Yes,Yes,Graduate,66.03
1188,18.0,Female,53.0,26,73,46,1,No,Yes,Postgraduate,50.48
2260,19.0,Female,71.0,27,75,91,9,No,Yes,Postgraduate,69.71
1456,17.0,Female,79.0,32,55,70,4,No,Yes,High School,58.39
2296,21.0,Male,72.0,14,42,55,8,Yes,No,Graduate,54.32
1437,15.0,Male,94.0,39,74,92,4,No,Yes,Graduate,75.0
1737,17.0,Female,94.0,23,53,67,9,No,Yes,High School,76.84
124,15.0,Male,89.0,3,44,63,9,Yes,No,Graduate,57.5
1499,17.0,Female,62.0,14,51,77,1,Yes,Yes,High School,39.13
597,16.0,Male,83.0,30,76,36,10,No,Yes,Graduate,64.86
407,15.0,Male,96.0,4,98,82,6,No,No,Graduate,71.18
1584,18.0,Male,55.0,34,50,70,6,No,Yes,Graduate,55.4
582,16.0,Male,54.0,36,56,78,8,Yes,Yes,Graduate,58.25
1640,21.0,Female,73.0,20,43,70,2,No,No,Postgraduate,56.34
498,18.0,Male,50.0,15,78,66,4,Yes,Yes,High School,66.04
979,17.0,Male,71.0,21,75,75,6,No,No,Graduate,64.07
343,17.0,Female,88.0,4,92,82,5,No,No,Postgraduate,73.1
1775,21.0,Female,50.0,17,41,58,4,Yes,Yes,Postgraduate,47.69
300,18.0,Male,60.0,24,83,95,6,Yes,No,High School,61.78
2302,18.0,Female,93.0,32,85,65,2,Yes,No,Graduate,73.58
1030,17.0,Male,86.0,20,40,46,2,Yes,Yes,,40.03
2369,18.0,Female,97.0,21,99,54,1,Yes,Yes,Postgraduate,65.75
618,15.0,Female,68.0,27,47,47,8,Yes,No,Postgraduate,61.66
1394,18.0,Female,58.0,39,96,46,8,Yes,No,Postgraduate,71.89
221,15.0,Female,81.0,12,59,57,2,No,No,Postgraduate,51.01
2349,19.0,Male,96.0,2,62,90,10,Yes,No,Postgraduate,78.26
1908,17.0,Male,54.0,9,49,41,6,Yes,No,Postgraduate,44.76
1048,16.0,Female,91.0,18,81,92,5,No,No,High School,74.37
85,20.0,Female,52.0,18,73,72,7,No,Yes,Postgraduate,59.87
1538,18.0,Male,89.0,8,86,64,7,No,No,Postgraduate,69.47
267,15.0,Male,50.0,7,85,61,4,Yes,Yes,High School,60.79
1375,18.0,Female,95.0,24,83,45,6,Yes,No,High School,70.48
291,15.0,Female,53.0,14,47,82,1,Yes,No,High School,46.46
638,17.0,Female,51.0,17,52,62,10,Yes,No,Postgraduate,60.13
1714,17.0,Female,92.0,31,58,87,2,Yes,Yes,Postgraduate,59.7
417,18.0,Male,80.0,19,80,69,6,No,No,High School,77.26
473,18.0,Male,75.0,38,48,64,5,Yes,Yes,Graduate,53.75
2278,17.0,Female,72.0,27,43,56,5,Yes,Yes,Postgraduate,58.35
2469,19.0,Female,72.0,38,77,75,5,Yes,Yes,Postgraduate,71.44
2439,18.0,Female,96.0,22,60,95,4,No,Yes,High School,58.91
1069,15.0,Female,65.0,12,59,87,4,No,Yes,High School,53.11
839,21.0,Male,54.0,8,69,64,4,No,No,Graduate,55.66
247,16.0,Female,91.0,25,64,53,6,No,Yes,Graduate,67.43
1166,21.0,Female,97.0,23,70,89,5,Yes,Yes,Graduate,74.19
279,17.0,Female,98.0,20,100,53,6,Yes,No,High School,70.9
2388,17.0,Female,94.0,33,44,78,6,Yes,Yes,Graduate,68.14
924,19.0,Male,75.0,21,100,67,2,No,Yes,Postgraduate,69.55
2259,15.0,Male,61.0,11,72,37,9,Yes,Yes,Postgraduate,70.03
19,16.0,Male,73.0,1,57,44,9,No,No,Graduate,57.69
1264,16.0,Male,77.0,8,86,60,2,No,Yes,,57.53
2138,21.0,Female,73.0,39,96,84,4,No,No,Postgraduate,70.29
1282,17.0,Female,69.0,14,59,66,4,Yes,No,High School,54.85
2251,18.0,Female,59.0,34,83,95,8,No,Yes,Graduate,74.42
917,19.0,Male,96.0,9,43,35,3,No,Yes,Postgraduate,44.74
1717,15.0,Female,96.0,9,45,73,1,No,Yes,Postgraduate,54.49
1745,20.0,Male,51.0,23,90,47,9,Yes,No,Postgraduate,57.73
633,18.0,Male,81.0,34,66,69,1,Yes,Yes,High School,61.45
220,15.0,Female,79.0,18,72,35,5,No,Yes,High School,54.83
651,15.0,Female,71.0,29,51,53,9,No,No,Postgraduate,56.93
1211,18.0,Male,53.0,26,53,47,7,No,Yes,Postgraduate,55.57
304,21.0,Female,50.0,25,56,94,7,No,Yes,Postgraduate,63.95
1780,16.0,Male,66.0,11,65,75,8,No,Yes,Postgraduate,66.33
658,17.0,Female,50.0,16,88,63,7,No,No,High School,59.92
2049,20.0,Female,79.0,25,66,60,7,Yes,Yes,High School,62.74
2220,19.0,Female,61.0,23,88,83,7,No,No,Postgraduate,70.08
345,20.0,Male,77.0,16,45,71,1,Yes,Yes,,52.18
891,17.0,Male,68.0,16,40,54,4,No,No,,49.79
2312,16.0,Male,89.0,18,72,60,10,No,Yes,High School,76.76
669,17.0,Female,85.0,7,82,72,9,No,No,Postgraduate,77.22
2127,17.0,Male,80.0,5,100,71,5,Yes,No,High School,68.11
977,16.0,Male,81.0,21,97,95,10,Yes,No,High School,96.76
2152,19.0,Male,56.0,21,79,67,9,Yes,No,Postgraduate,73.47
1081,17.0,Female,87.0,26,48,91,10,No,Yes,Postgraduate,82.32
1719,17.0,Male,53.0,24,48,81,5,No,No,High School,63.63
1129,19.0,Female,95.0,37,65,90,5,Yes,Yes,Postgraduate,79.36
193,,Female,75.0,8,87,59,2,No,No,Postgraduate,50.13
175,19.0,Male,92.0,18,91,51,3,No,No,Graduate,52.76
1722,16.0,Male,70.0,29,73,40,9,Yes,Yes,Postgraduate,71.25
652,21.0,Female,85.0,6,67,89,6,Yes,No,High School,72.14
1661,19.0,Male,75.0,26,88,37,8,No,No,High School,75.24
1948,16.0,Male,71.0,6,56,75,4,Yes,Yes,Graduate,58.0
730,21.0,Female,68.0,1,94,75,5,Yes,Yes,High School,65.21
129,17.0,Female,60.0,15,96,51,5,No,Yes,High School,67.91
341,17.0,Male,68.0,9,96,48,4,Yes,Yes,Graduate,55.28
1763,17.0,Female,70.0,26,43,86,5,Yes,No,High School,72.46
681,21.0,Female,99.0,17,84,57,1,Yes,Yes,,62.1
1033,18.0,Female,78.0,24,54,42,1,No,Yes,High School,53.6
308,,Male,94.0,34,81,66,4,Yes,Yes,Postgraduate,77.41
384,20.0,Female,100.0,5,46,42,5,No,Yes,Postgraduate,54.37
1304,15.0,Female,69.0,29,88,71,1,No,Yes,Postgraduate,63.09
2334,17.0,Female,80.0,37,91,65,1,No,Yes,High School,70.66
1950,16.0,Male,60.0,36,60,39,2,Yes,Yes,High School,51.12
178,21.0,Male,66.0,28,61,87,2,No,Yes,Graduate,65.52
427,15.0,Female,71.0,13,60,94,1,Yes,No,Postgraduate,56.59
1445,21.0,Female,63.0,7,42,43,8,No,Yes,High School,50.14
2307,21.0,Male,83.0,24,96,46,4,Yes,No,Graduate,69.12
2105,17.0,Male,99.0,26,56,57,4,Yes,Yes,High School,57.62
1095,16.0,Female,,10,41,93,7,Yes,Yes,Graduate,62.19
185,21.0,Male,,32,98,57,4,No,Yes,High School,72.13
946,15.0,Male,65.0,4,74,38,5,No,Yes,Graduate,55.89
2034,16.0,Female,92.0,39,61,56,7,No,Yes,Graduate,75.51
2052,18.0,Male,63.0,34,70,47,1,Yes,No,Graduate,43.85
696,17.0,Male,77.0,26,63,51,9,No,Yes,High School,64.52
1034,15.0,Male,56.0,8,88,77,6,Yes,Yes,Graduate,65.23
799,21.0,Female,94.0,4,63,47,3,No,No,High School,56.72
648,20.0,Female,100.0,35,74,76,5,No,Yes,Graduate,64.8
490,21.0,Female,73.0,24,73,93,6,No,No,Graduate,72.73
2478,20.0,Female,82.0,31,95,94,9,No,Yes,Graduate,81.46
1545,17.0,Male,72.0,20,94,68,1,No,Yes,Graduate,63.99
2274,16.0,Female,69.0,17,62,70,2,No,Yes,Postgraduate,56.53
728,16.0,Female,67.0,18,48,44,7,Yes,No,Postgraduate,58.6
1685,17.0,Male,61.0,33,97,52,5,No,No,Graduate,61.88
1518,16.0,Male,65.0,5,80,86,7,No,No,High School,58.71
1548,21.0,Female,58.0,25,47,61,8,No,No,Graduate,49.27
119,21.0,Male,94.0,10,68,78,4,Yes,No,High School,76.76
2003,19.0,Male,60.0,13,51,72,10,Yes,No,Graduate,66.97
282,20.0,Male,75.0,17,68,43,1,No,Yes,Postgraduate,50.56
2204,18.0,Male,96.0,5,78,82,4,Yes,No,Graduate,60.61
680,15.0,Male,59.0,10,96,60,6,No,Yes,Graduate,62.96
1886,15.0,Male,94.0,18,75,55,5,No,No,,64.13
1450,20.0,Female,74.0,38,65,53,9,No,No,High School,65.52
765,15.0,Female,64.0,37,73,70,6,Yes,No,Postgraduate,69.4
1147,16.0,Male,80.0,7,56,75,8,Yes,Yes,Graduate,77.16
367,15.0,Female,98.0,36,50,75,3,No,Yes,High School,63.96
2004,17.0,Male,65.0,28,99,46,1,Yes,Yes,High School,55.12
556,19.0,Male,96.0,40,45,94,5,Yes,Yes,Graduate,65.3
1718,20.0,Female,72.0,27,91,61,8,Yes,Yes,High School,70.18
1136,19.0,Female,67.0,35,94,40,2,No,Yes,Graduate,56.17
783,17.0,Female,87.0,21,62,64,4,Yes,No,High School,61.97
1314,20.0,Female,95.0,38,97,92,9,Yes,No,High School,92.67
204,20.0,Male,55.0,18,64,66,9,Yes,No,High School,66.66
1815,18.0,Male,74.0,36,70,55,5,No,No,Graduate,68.73
121,15.0,Female,60.0,15,60,75,7,Yes,No,Graduate,48.66
284,18.0,Female,66.0,2,59,47,6,No,Yes,High School,58.93
576,20.0,Female,75.0,4,85,90,1,No,Yes,High School,54.72
1334,19.0,Male,73.0,19,71,78,10,No,Yes,Postgraduate,67.96
1558,21.0,Male,64.0,38,62,85,7,No,No,High School,71.27
276,18.0,Female,79.0,40,62,88,7,No,No,,62.38
1019,19.0,Female,74.0,29,85,63,8,No,No,Graduate,71.96
1691,16.0,Female,50.0,20,91,89,4,Yes,Yes,High School,61.02
361,20.0,Female,73.0,9,90,35,7,No,No,Postgraduate,64.75
1442,16.0,Female,68.0,30,69,59,3,Yes,Yes,Postgraduate,59.06
1491,15.0,Male,98.0,37,51,78,3,No,No,Postgraduate,70.11
945,20.0,Male,75.0,39,54,42,2,No,Yes,Graduate,58.61
630,18.0,Male,59.0,11,61,75,7,No,No,High School,61.14
1579,17.0,Female,78.0,23,99,70,4,Yes,No,Postgraduate,74.44
837,20.0,Male,71.0,16,86,54,10,Yes,Yes,High School,60.07
287,20.0,Male,78.0,11,55,94,7,Yes,Yes,High School,68.55
2005,16.0,Male,98.0,33,59,60,6,Yes,No,Graduate,65.46
1018,16.0,Male,97.0,23,99,58,1,No,Yes,Graduate,61.5
1492,21.0,Male,69.0,40,57,42,1,Yes,No,Graduate,54.19
424,21.0,Female,60.0,16,79,70,10,Yes,Yes,Graduate,75.28
1851,17.0,Male,56.0,39,67,81,6,No,Yes,Postgraduate,66.55
1289,19.0,Male,69.0,1,43,52,3,No,No,Postgraduate,44.19
1624,15.0,Female,90.0,31,87,42,10,Yes,Yes,Graduate,79.38
2266,20.0,Female,63.0,16,88,88,6,Yes,Yes,Graduate,64.39
66,19.0,Male,92.0,18,81,59,8,No,Yes,High School,67.91
2009,,Male,75.0,30,96,80,3,Yes,Yes,High School,66.59
1525,19.0,Male,81.0,10,89,62,6,Yes,Yes,High School,73.66
908,17.0,Female,78.0,37,86,52,9,Yes,No,Graduate,78.36
1015,16.0,Female,80.0,23,62,40,4,Yes,Yes,High School,55.7
231,17.0,Male,99.0,35,66,63,6,No,No,Postgraduate,72.01
1612,18.0,Female,87.0,39,83,35,6,No,No,Postgraduate,72.86
2351,20.0,Female,60.0,29,71,54,10,No,Yes,High School,67.73
1996,18.0,Male,94.0,5,56,87,2,Yes,No,Postgraduate,53.51
1730,15.0,Female,99.0,36,48,79,7,Yes,Yes,Postgraduate,66.01
1352,21.0,Male,79.0,29,72,63,2,Yes,No,Graduate,54.58
1826,21.0,Female,53.0,4,87,71,6,No,Yes,Postgraduate,61.92
2419,21.0,Male,63.0,24,90,46,2,No,No,High School,56.36
1477,16.0,Female,78.0,32,85,77,7,Yes,Yes,Postgraduate,76.04
375,21.0,Male,86.0,23,73,59,9,Yes,Yes,High School,73.13
1964,19.0,Male,59.0,34,76,93,7,Yes,No,Postgraduate,73.05
1563,17.0,Female,57.0,15,68,65,9,No,Yes,Graduate,66.33
1270,18.0,Female,86.0,30,66,49,9,No,No,Graduate,66.69
298,18.0,Male,72.0,19,65,36,7,Yes,Yes,Postgraduate,50.12
599,21.0,Male,84.0,4,64,80,8,No,Yes,High School,70.62
1510,20.0,Male,75.0,2,53,63,10,No,Yes,High School,68.93
100,21.0,Male,58.0,22,66,50,9,Yes,No,High School,69.4
867,20.0,Male,93.0,14,92,88,8,No,Yes,High School,82.49
2122,20.0,Female,56.0,12,60,53,10,Yes,No,Postgraduate,58.56
2487,21.0,Male,65.0,7,66,63,6,Yes,No,Postgraduate,53.14
530,17.0,Male,67.0,25,46,56,10,Yes,No,High School,70.52
1267,17.0,Female,62.0,39,91,76,10,No,Yes,Postgraduate,79.56
1074,21.0,Female,61.0,13,40,38,9,Yes,Yes,Postgraduate,57.15
1238,19.0,Male,53.0,17,64,50,10,No,Yes,Graduate,67.96
637,19.0,Female,85.0,18,65,69,3,No,No,Graduate,61.36
2483,16.0,Male,79.0,3,76,42,1,Yes,Yes,High School,46.47
186,21.0,Male,93.0,20,78,58,10,No,Yes,Postgraduate,82.7
1422,20.0,Male,61.0,31,78,76,8,No,No,Graduate,73.29
2457,18.0,Male,74.0,8,41,51,9,No,No,Postgraduate,57.77
1405,,Male,91.0,9,91,76,4,No,Yes,Postgraduate,70.65
1419,19.0,Male,62.0,2,42,85,10,No,Yes,Postgraduate,63.75
2073,21.0,Male,85.0,18,87,92,5,No,No,Graduate,76.1
512,21.0,Male,74.0,34,76,95,4,Yes,No,Graduate,68.63
841,19.0,Male,72.0,39,71,76,1,No,Yes,Graduate,60.14
1164,20.0,Female,60.0,36,64,74,8,Yes,No,Graduate,72.12
1428,21.0,Female,97.0,24,50,52,6,Yes,No,Postgraduate,67.75
2101,19.0,Female,69.0,14,96,72,4,Yes,No,Postgraduate,57.37
608,21.0,Female,88.0,4,56,40,3,No,No,Postgraduate,50.76
1384,20.0,Female,93.0,1,58,44,1,Yes,Yes,High School,44.94
863,19.0,Male,70.0,12,88,47,8,No,Yes,Graduate,60.74
152,20.0,Female,83.0,7,78,89,9,Yes,No,Graduate,74.86
1594,16.0,Male,84.0,24,67,76,3,No,Yes,Graduate,55.37
1764,21.0,Female,96.0,13,83,95,6,No,Yes,Postgraduate,78.53
1138,21.0,Female,57.0,34,100,80,4,No,Yes,High School,65.18
1622,15.0,Male,81.0,21,49,86,3,No,No,Postgraduate,56.27
2294,18.0,Male,66.0,15,94,71,3,Yes,Yes,Postgraduate,72.21
24,18.0,Male,63.0,8,93,95,5,Yes,Yes,Postgraduate,62.95
159,20.0,Female,87.0,37,40,70,9,Yes,No,High School,73.64
332,15.0,Female,91.0,30,64,65,2,No,No,Graduate,58.73
2431,18.0,Male,87.0,12,72,87,5,Yes,No,Postgraduate,72.34
2407,20.0,Female,92.0,7,65,72,1,Yes,Yes,Graduate,60.35
1830,19.0,Male,62.0,18,77,76,10,Yes,Yes,Graduate,70.46
2026,21.0,Male,64.0,10,93,94,1,No,No,High School,62.48
2470,18.0,Male,99.0,4,43,64,6,Yes,Yes,High School,60.9
1918,19.0,Female,91.0,9,48,75,8,No,No,Postgraduate,62.14
643,16.0,Female,75.0,15,42,46,1,No,No,Postgraduate,46.27
2029,18.0,Female,96.0,6,73,42,3,Yes,Yes,Graduate,57.8
312,16.0,Male,54.0,19,64,36,10,No,No,Postgraduate,61.86
352,18.0,Male,50.0,18,98,84,8,Yes,Yes,Graduate,74.5
549,16.0,Female,97.0,39,69,70,2,Yes,Yes,Graduate,69.53
1387,16.0,Female,66.0,39,59,70,1,No,Yes,High School,55.39
2438,18.0,Male,57.0,11,87,64,3,Yes,No,High School,49.62
2340,20.0,Male,74.0,20,52,50,8,Yes,No,High School,63.37
307,21.0,Male,83.0,16,78,74,1,No,No,Postgraduate,57.91
288,17.0,Female,69.0,38,58,80,2,Yes,No,High School,60.84
695,17.0,Male,68.0,23,90,85,4,Yes,Yes,High School,67.43
868,21.0,Male,67.0,24,58,89,8,Yes,No,Postgraduate,71.15
631,19.0,Female,58.0,20,85,61,9,No,No,High School,70.16
2058,15.0,Male,52.0,3,74,91,8,Yes,No,Postgraduate,70.63
1855,18.0,Male,84.0,37,81,38,8,No,No,Postgraduate,76.02
1002,16.0,Female,89.0,39,81,67,3,No,No,High School,75.92
1423,18.0,Male,93.0,23,86,93,8,No,Yes,Graduate,76.58
1302,15.0,Male,84.0,18,63,71,3,Yes,Yes,Postgraduate,65.74
787,21.0,Female,87.0,24,51,37,5,Yes,Yes,Graduate,54.27
1627,15.0,Male,68.0,27,67,75,6,No,No,High School,60.55
822,19.0,Male,95.0,17,56,55,5,No,Yes,High School,56.32
2213,20.0,Male,90.0,26,60,67,6,No,No,Graduate,64.29
930,19.0,Female,98.0,24,97,42,3,No,Yes,Postgraduate,73.43
1339,20.0,Male,69.0,7,100,54,7,No,No,,69.91
1468,19.0,Male,55.0,2,90,38,7,Yes,Yes,Postgraduate,64.44
14,19.0,Male,59.0,4,69,86,4,Yes,Yes,Graduate,60.1
1051,19.0,Female,91.0,19,100,77,10,No,Yes,High School,86.86
1567,20.0,Female,50.0,33,72,62,8,No,No,Postgraduate,65.19
515,19.0,Female,53.0,29,83,38,1,Yes,Yes,Postgraduate,45.94
410,18.0,Male,65.0,35,62,69,6,Yes,No,Graduate,65.19
1561,20.0,Female,94.0,20,92,83,4,No,Yes,High School,75.37
314,17.0,Male,100.0,16,57,72,10,Yes,Yes,Postgraduate,80.54
